grid_id,hour,bikes,center_lat,center_lon
808,0,0.0,55.9513873423423,-3.1147622683261886
808,1,0.0,55.9513873423423,-3.1147622683261886
808,2,0.0,55.9513873423423,-3.1147622683261886
808,3,0.0,55.9513873423423,-3.1147622683261886
808,4,0.0,55.9513873423423,-3.1147622683261886
808,5,0.0,55.9513873423423,-3.1147622683261886
808,6,0.0,55.9513873423423,-3.1147622683261886
808,7,0.0,55.9513873423423,-3.1147622683261886
808,8,0.0,55.9513873423423,-3.1147622683261886
808,9,0.0,55.9513873423423,-3.1147622683261886
808,10,0.0,55.9513873423423,-3.1147622683261886
808,11,0.0,55.9513873423423,-3.1147622683261886
808,12,0.0,55.9513873423423,-3.1147622683261886
808,13,0.0,55.9513873423423,-3.1147622683261886
808,14,0.0,55.9513873423423,-3.1147622683261886
808,15,0.0,55.9513873423423,-3.1147622683261886
808,16,0.0,55.9513873423423,-3.1147622683261886
808,17,0.0,55.9513873423423,-3.1147622683261886
808,18,0.0,55.9513873423423,-3.1147622683261886
808,19,0.0,55.9513873423423,-3.1147622683261886
808,20,0.0,55.9513873423423,-3.1147622683261886
808,21,0.0,55.9513873423423,-3.1147622683261886
808,22,0.0,55.9513873423423,-3.1147622683261886
808,23,0.0,55.9513873423423,-3.1147622683261886
797,0,26.0,55.9513873423423,-3.2031969306915196
797,1,0.0,55.9513873423423,-3.2031969306915196
797,2,0.0,55.9513873423423,-3.2031969306915196
797,3,0.0,55.9513873423423,-3.2031969306915196
797,4,0.0,55.9513873423423,-3.2031969306915196
797,5,0.0,55.9513873423423,-3.2031969306915196
797,6,0.0,55.9513873423423,-3.2031969306915196
797,7,0.0,55.9513873423423,-3.2031969306915196
797,8,0.0,55.9513873423423,-3.2031969306915196
797,9,0.0,55.9513873423423,-3.2031969306915196
797,10,0.0,55.9513873423423,-3.2031969306915196
797,11,0.0,55.9513873423423,-3.2031969306915196
797,12,0.0,55.9513873423423,-3.2031969306915196
797,13,0.0,55.9513873423423,-3.2031969306915196
797,14,0.0,55.9513873423423,-3.2031969306915196
797,15,0.0,55.9513873423423,-3.2031969306915196
797,16,0.0,55.9513873423423,-3.2031969306915196
797,17,0.0,55.9513873423423,-3.2031969306915196
797,18,0.0,55.9513873423423,-3.2031969306915196
797,19,0.0,55.9513873423423,-3.2031969306915196
797,20,0.0,55.9513873423423,-3.2031969306915196
797,21,0.0,55.9513873423423,-3.2031969306915196
797,22,0.0,55.9513873423423,-3.2031969306915196
797,23,0.0,55.9513873423423,-3.2031969306915196
994,0,0.0,55.97390986486482,-3.1871179011705504
994,1,0.0,55.97390986486482,-3.1871179011705504
994,2,0.0,55.97390986486482,-3.1871179011705504
994,3,0.0,55.97390986486482,-3.1871179011705504
994,4,0.0,55.97390986486482,-3.1871179011705504
994,5,0.0,55.97390986486482,-3.1871179011705504
994,6,0.0,55.97390986486482,-3.1871179011705504
994,7,0.0,55.97390986486482,-3.1871179011705504
994,8,0.0,55.97390986486482,-3.1871179011705504
994,9,0.0,55.97390986486482,-3.1871179011705504
994,10,0.0,55.97390986486482,-3.1871179011705504
994,11,0.0,55.97390986486482,-3.1871179011705504
994,12,0.0,55.97390986486482,-3.1871179011705504
994,13,0.0,55.97390986486482,-3.1871179011705504
994,14,0.0,55.97390986486482,-3.1871179011705504
994,15,0.0,55.97390986486482,-3.1871179011705504
994,16,0.0,55.97390986486482,-3.1871179011705504
994,17,0.0,55.97390986486482,-3.1871179011705504
994,18,0.0,55.97390986486482,-3.1871179011705504
994,19,0.0,55.97390986486482,-3.1871179011705504
994,20,0.0,55.97390986486482,-3.1871179011705504
994,21,0.0,55.97390986486482,-3.1871179011705504
994,22,0.0,55.97390986486482,-3.1871179011705504
994,23,0.0,55.97390986486482,-3.1871179011705504
998,0,0.0,55.97390986486482,-3.154959842128612
998,1,0.0,55.97390986486482,-3.154959842128612
998,2,0.0,55.97390986486482,-3.154959842128612
998,3,0.0,55.97390986486482,-3.154959842128612
998,4,0.0,55.97390986486482,-3.154959842128612
998,5,0.0,55.97390986486482,-3.154959842128612
998,6,0.0,55.97390986486482,-3.154959842128612
998,7,0.0,55.97390986486482,-3.154959842128612
998,8,0.0,55.97390986486482,-3.154959842128612
998,9,0.0,55.97390986486482,-3.154959842128612
998,10,0.0,55.97390986486482,-3.154959842128612
998,11,0.0,55.97390986486482,-3.154959842128612
998,12,0.0,55.97390986486482,-3.154959842128612
998,13,0.0,55.97390986486482,-3.154959842128612
998,14,0.0,55.97390986486482,-3.154959842128612
998,15,0.0,55.97390986486482,-3.154959842128612
998,16,0.0,55.97390986486482,-3.154959842128612
998,17,0.0,55.97390986486482,-3.154959842128612
998,18,0.0,55.97390986486482,-3.154959842128612
998,19,0.0,55.97390986486482,-3.154959842128612
998,20,0.0,55.97390986486482,-3.154959842128612
998,21,0.0,55.97390986486482,-3.154959842128612
998,22,0.0,55.97390986486482,-3.154959842128612
998,23,0.0,55.97390986486482,-3.154959842128612
759,0,26.0,55.946882837837805,-3.1951574159310345
759,1,0.0,55.946882837837805,-3.1951574159310345
759,2,0.0,55.946882837837805,-3.1951574159310345
759,3,0.0,55.946882837837805,-3.1951574159310345
759,4,0.0,55.946882837837805,-3.1951574159310345
759,5,0.0,55.946882837837805,-3.1951574159310345
759,6,0.0,55.946882837837805,-3.1951574159310345
759,7,0.0,55.946882837837805,-3.1951574159310345
759,8,0.0,55.946882837837805,-3.1951574159310345
759,9,0.0,55.946882837837805,-3.1951574159310345
759,10,0.0,55.946882837837805,-3.1951574159310345
759,11,0.0,55.946882837837805,-3.1951574159310345
759,12,0.0,55.946882837837805,-3.1951574159310345
759,13,0.0,55.946882837837805,-3.1951574159310345
759,14,0.0,55.946882837837805,-3.1951574159310345
759,15,0.0,55.946882837837805,-3.1951574159310345
759,16,0.0,55.946882837837805,-3.1951574159310345
759,17,0.0,55.946882837837805,-3.1951574159310345
759,18,0.0,55.946882837837805,-3.1951574159310345
759,19,0.0,55.946882837837805,-3.1951574159310345
759,20,0.0,55.946882837837805,-3.1951574159310345
759,21,0.0,55.946882837837805,-3.1951574159310345
759,22,0.0,55.946882837837805,-3.1951574159310345
759,23,0.0,55.946882837837805,-3.1951574159310345
698,0,26.0,55.9378738288288,-3.058485665002797
698,1,0.0,55.9378738288288,-3.058485665002797
698,2,0.0,55.9378738288288,-3.058485665002797
698,3,0.0,55.9378738288288,-3.058485665002797
698,4,0.0,55.9378738288288,-3.058485665002797
698,5,0.0,55.9378738288288,-3.058485665002797
698,6,0.0,55.9378738288288,-3.058485665002797
698,7,0.0,55.9378738288288,-3.058485665002797
698,8,0.0,55.9378738288288,-3.058485665002797
698,9,0.0,55.9378738288288,-3.058485665002797
698,10,0.0,55.9378738288288,-3.058485665002797
698,11,0.0,55.9378738288288,-3.058485665002797
698,12,0.0,55.9378738288288,-3.058485665002797
698,13,0.0,55.9378738288288,-3.058485665002797
698,14,0.0,55.9378738288288,-3.058485665002797
698,15,0.0,55.9378738288288,-3.058485665002797
698,16,0.0,55.9378738288288,-3.058485665002797
698,17,0.0,55.9378738288288,-3.058485665002797
698,18,0.0,55.9378738288288,-3.058485665002797
698,19,0.0,55.9378738288288,-3.058485665002797
698,20,0.0,55.9378738288288,-3.058485665002797
698,21,0.0,55.9378738288288,-3.058485665002797
698,22,0.0,55.9378738288288,-3.058485665002797
698,23,0.0,55.9378738288288,-3.058485665002797
760,0,26.0,55.946882837837805,-3.1871179011705504
760,1,0.0,55.946882837837805,-3.1871179011705504
760,2,0.0,55.946882837837805,-3.1871179011705504
760,3,0.0,55.946882837837805,-3.1871179011705504
760,4,0.0,55.946882837837805,-3.1871179011705504
760,5,0.0,55.946882837837805,-3.1871179011705504
760,6,0.0,55.946882837837805,-3.1871179011705504
760,7,0.0,55.946882837837805,-3.1871179011705504
760,8,0.0,55.946882837837805,-3.1871179011705504
760,9,0.0,55.946882837837805,-3.1871179011705504
760,10,0.0,55.946882837837805,-3.1871179011705504
760,11,0.0,55.946882837837805,-3.1871179011705504
760,12,0.0,55.946882837837805,-3.1871179011705504
760,13,0.0,55.946882837837805,-3.1871179011705504
760,14,0.0,55.946882837837805,-3.1871179011705504
760,15,0.0,55.946882837837805,-3.1871179011705504
760,16,0.0,55.946882837837805,-3.1871179011705504
760,17,0.0,55.946882837837805,-3.1871179011705504
760,18,0.0,55.946882837837805,-3.1871179011705504
760,19,0.0,55.946882837837805,-3.1871179011705504
760,20,0.0,55.946882837837805,-3.1871179011705504
760,21,0.0,55.946882837837805,-3.1871179011705504
760,22,0.0,55.946882837837805,-3.1871179011705504
760,23,0.0,55.946882837837805,-3.1871179011705504
709,0,26.0,55.942378333333295,-3.2835920782963655
709,1,0.0,55.942378333333295,-3.2835920782963655
709,2,0.0,55.942378333333295,-3.2835920782963655
709,3,0.0,55.942378333333295,-3.2835920782963655
709,4,0.0,55.942378333333295,-3.2835920782963655
709,5,0.0,55.942378333333295,-3.2835920782963655
709,6,0.0,55.942378333333295,-3.2835920782963655
709,7,0.0,55.942378333333295,-3.2835920782963655
709,8,0.0,55.942378333333295,-3.2835920782963655
709,9,0.0,55.942378333333295,-3.2835920782963655
709,10,0.0,55.942378333333295,-3.2835920782963655
709,11,0.0,55.942378333333295,-3.2835920782963655
709,12,0.0,55.942378333333295,-3.2835920782963655
709,13,0.0,55.942378333333295,-3.2835920782963655
709,14,0.0,55.942378333333295,-3.2835920782963655
709,15,0.0,55.942378333333295,-3.2835920782963655
709,16,0.0,55.942378333333295,-3.2835920782963655
709,17,0.0,55.942378333333295,-3.2835920782963655
709,18,0.0,55.942378333333295,-3.2835920782963655
709,19,0.0,55.942378333333295,-3.2835920782963655
709,20,0.0,55.942378333333295,-3.2835920782963655
709,21,0.0,55.942378333333295,-3.2835920782963655
709,22,0.0,55.942378333333295,-3.2835920782963655
709,23,0.0,55.942378333333295,-3.2835920782963655
997,0,26.0,55.97390986486482,-3.162999356889096
997,1,0.0,55.97390986486482,-3.162999356889096
997,2,0.0,55.97390986486482,-3.162999356889096
997,3,0.0,55.97390986486482,-3.162999356889096
997,4,0.0,55.97390986486482,-3.162999356889096
997,5,0.0,55.97390986486482,-3.162999356889096
997,6,0.0,55.97390986486482,-3.162999356889096
997,7,0.0,55.97390986486482,-3.162999356889096
997,8,0.0,55.97390986486482,-3.162999356889096
997,9,0.0,55.97390986486482,-3.162999356889096
997,10,0.0,55.97390986486482,-3.162999356889096
997,11,0.0,55.97390986486482,-3.162999356889096
997,12,0.0,55.97390986486482,-3.162999356889096
997,13,0.0,55.97390986486482,-3.162999356889096
997,14,0.0,55.97390986486482,-3.162999356889096
997,15,0.0,55.97390986486482,-3.162999356889096
997,16,0.0,55.97390986486482,-3.162999356889096
997,17,0.0,55.97390986486482,-3.162999356889096
997,18,0.0,55.97390986486482,-3.162999356889096
997,19,0.0,55.97390986486482,-3.162999356889096
997,20,0.0,55.97390986486482,-3.162999356889096
997,21,0.0,55.97390986486482,-3.162999356889096
997,22,0.0,55.97390986486482,-3.162999356889096
997,23,0.0,55.97390986486482,-3.162999356889096
720,0,0.0,55.942378333333295,-3.1951574159310345
720,1,0.0,55.942378333333295,-3.1951574159310345
720,2,0.0,55.942378333333295,-3.1951574159310345
720,3,0.0,55.942378333333295,-3.1951574159310345
720,4,0.0,55.942378333333295,-3.1951574159310345
720,5,0.0,55.942378333333295,-3.1951574159310345
720,6,0.0,55.942378333333295,-3.1951574159310345
720,7,0.0,55.942378333333295,-3.1951574159310345
720,8,0.0,55.942378333333295,-3.1951574159310345
720,9,0.0,55.942378333333295,-3.1951574159310345
720,10,0.0,55.942378333333295,-3.1951574159310345
720,11,0.0,55.942378333333295,-3.1951574159310345
720,12,0.0,55.942378333333295,-3.1951574159310345
720,13,0.0,55.942378333333295,-3.1951574159310345
720,14,0.0,55.942378333333295,-3.1951574159310345
720,15,0.0,55.942378333333295,-3.1951574159310345
720,16,0.0,55.942378333333295,-3.1951574159310345
720,17,0.0,55.942378333333295,-3.1951574159310345
720,18,0.0,55.942378333333295,-3.1951574159310345
720,19,0.0,55.942378333333295,-3.1951574159310345
720,20,0.0,55.942378333333295,-3.1951574159310345
720,21,0.0,55.942378333333295,-3.1951574159310345
720,22,0.0,55.942378333333295,-3.1951574159310345
720,23,0.0,55.942378333333295,-3.1951574159310345
879,0,26.0,55.96039635135131,-3.171038871649581
879,1,0.0,55.96039635135131,-3.171038871649581
879,2,0.0,55.96039635135131,-3.171038871649581
879,3,0.0,55.96039635135131,-3.171038871649581
879,4,0.0,55.96039635135131,-3.171038871649581
879,5,0.0,55.96039635135131,-3.171038871649581
879,6,0.0,55.96039635135131,-3.171038871649581
879,7,0.0,55.96039635135131,-3.171038871649581
879,8,0.0,55.96039635135131,-3.171038871649581
879,9,0.0,55.96039635135131,-3.171038871649581
879,10,0.0,55.96039635135131,-3.171038871649581
879,11,0.0,55.96039635135131,-3.171038871649581
879,12,0.0,55.96039635135131,-3.171038871649581
879,13,0.0,55.96039635135131,-3.171038871649581
879,14,0.0,55.96039635135131,-3.171038871649581
879,15,0.0,55.96039635135131,-3.171038871649581
879,16,0.0,55.96039635135131,-3.171038871649581
879,17,0.0,55.96039635135131,-3.171038871649581
879,18,0.0,55.96039635135131,-3.171038871649581
879,19,0.0,55.96039635135131,-3.171038871649581
879,20,0.0,55.96039635135131,-3.171038871649581
879,21,0.0,55.96039635135131,-3.171038871649581
879,22,0.0,55.96039635135131,-3.171038871649581
879,23,0.0,55.96039635135131,-3.171038871649581
800,0,0.0,55.9513873423423,-3.1790783864100653
800,1,0.0,55.9513873423423,-3.1790783864100653
800,2,0.0,55.9513873423423,-3.1790783864100653
800,3,0.0,55.9513873423423,-3.1790783864100653
800,4,0.0,55.9513873423423,-3.1790783864100653
800,5,0.0,55.9513873423423,-3.1790783864100653
800,6,0.0,55.9513873423423,-3.1790783864100653
800,7,0.0,55.9513873423423,-3.1790783864100653
800,8,-0.0,55.9513873423423,-3.1790783864100653
800,9,0.0,55.9513873423423,-3.1790783864100653
800,10,0.0,55.9513873423423,-3.1790783864100653
800,11,0.0,55.9513873423423,-3.1790783864100653
800,12,0.0,55.9513873423423,-3.1790783864100653
800,13,0.0,55.9513873423423,-3.1790783864100653
800,14,0.0,55.9513873423423,-3.1790783864100653
800,15,0.0,55.9513873423423,-3.1790783864100653
800,16,0.0,55.9513873423423,-3.1790783864100653
800,17,-0.0,55.9513873423423,-3.1790783864100653
800,18,0.0,55.9513873423423,-3.1790783864100653
800,19,0.0,55.9513873423423,-3.1790783864100653
800,20,0.0,55.9513873423423,-3.1790783864100653
800,21,-0.0,55.9513873423423,-3.1790783864100653
800,22,0.0,55.9513873423423,-3.1790783864100653
800,23,0.0,55.9513873423423,-3.1790783864100653
683,0,0.0,55.9378738288288,-3.1790783864100653
683,1,0.0,55.9378738288288,-3.1790783864100653
683,2,0.0,55.9378738288288,-3.1790783864100653
683,3,0.0,55.9378738288288,-3.1790783864100653
683,4,0.0,55.9378738288288,-3.1790783864100653
683,5,0.0,55.9378738288288,-3.1790783864100653
683,6,0.0,55.9378738288288,-3.1790783864100653
683,7,0.0,55.9378738288288,-3.1790783864100653
683,8,0.0,55.9378738288288,-3.1790783864100653
683,9,0.0,55.9378738288288,-3.1790783864100653
683,10,0.0,55.9378738288288,-3.1790783864100653
683,11,0.0,55.9378738288288,-3.1790783864100653
683,12,0.0,55.9378738288288,-3.1790783864100653
683,13,0.0,55.9378738288288,-3.1790783864100653
683,14,0.0,55.9378738288288,-3.1790783864100653
683,15,0.0,55.9378738288288,-3.1790783864100653
683,16,0.0,55.9378738288288,-3.1790783864100653
683,17,0.0,55.9378738288288,-3.1790783864100653
683,18,0.0,55.9378738288288,-3.1790783864100653
683,19,0.0,55.9378738288288,-3.1790783864100653
683,20,0.0,55.9378738288288,-3.1790783864100653
683,21,0.0,55.9378738288288,-3.1790783864100653
683,22,0.0,55.9378738288288,-3.1790783864100653
683,23,0.0,55.9378738288288,-3.1790783864100653
431,0,0.0,55.91084680180178,-3.323789652098788
431,1,0.0,55.91084680180178,-3.323789652098788
431,2,0.0,55.91084680180178,-3.323789652098788
431,3,0.0,55.91084680180178,-3.323789652098788
431,4,0.0,55.91084680180178,-3.323789652098788
431,5,0.0,55.91084680180178,-3.323789652098788
431,6,0.0,55.91084680180178,-3.323789652098788
431,7,0.0,55.91084680180178,-3.323789652098788
431,8,0.0,55.91084680180178,-3.323789652098788
431,9,0.0,55.91084680180178,-3.323789652098788
431,10,0.0,55.91084680180178,-3.323789652098788
431,11,0.0,55.91084680180178,-3.323789652098788
431,12,0.0,55.91084680180178,-3.323789652098788
431,13,0.0,55.91084680180178,-3.323789652098788
431,14,0.0,55.91084680180178,-3.323789652098788
431,15,0.0,55.91084680180178,-3.323789652098788
431,16,0.0,55.91084680180178,-3.323789652098788
431,17,0.0,55.91084680180178,-3.323789652098788
431,18,0.0,55.91084680180178,-3.323789652098788
431,19,0.0,55.91084680180178,-3.323789652098788
431,20,0.0,55.91084680180178,-3.323789652098788
431,21,0.0,55.91084680180178,-3.323789652098788
431,22,0.0,55.91084680180178,-3.323789652098788
431,23,0.0,55.91084680180178,-3.323789652098788
644,0,0.0,55.93336932432429,-3.1790783864100653
644,1,0.0,55.93336932432429,-3.1790783864100653
644,2,0.0,55.93336932432429,-3.1790783864100653
644,3,0.0,55.93336932432429,-3.1790783864100653
644,4,0.0,55.93336932432429,-3.1790783864100653
644,5,0.0,55.93336932432429,-3.1790783864100653
644,6,0.0,55.93336932432429,-3.1790783864100653
644,7,0.0,55.93336932432429,-3.1790783864100653
644,8,0.0,55.93336932432429,-3.1790783864100653
644,9,0.0,55.93336932432429,-3.1790783864100653
644,10,0.0,55.93336932432429,-3.1790783864100653
644,11,0.0,55.93336932432429,-3.1790783864100653
644,12,0.0,55.93336932432429,-3.1790783864100653
644,13,0.0,55.93336932432429,-3.1790783864100653
644,14,0.0,55.93336932432429,-3.1790783864100653
644,15,0.0,55.93336932432429,-3.1790783864100653
644,16,0.0,55.93336932432429,-3.1790783864100653
644,17,0.0,55.93336932432429,-3.1790783864100653
644,18,0.0,55.93336932432429,-3.1790783864100653
644,19,0.0,55.93336932432429,-3.1790783864100653
644,20,0.0,55.93336932432429,-3.1790783864100653
644,21,0.0,55.93336932432429,-3.1790783864100653
644,22,0.0,55.93336932432429,-3.1790783864100653
644,23,0.0,55.93336932432429,-3.1790783864100653
798,0,0.0,55.9513873423423,-3.1951574159310345
798,1,0.0,55.9513873423423,-3.1951574159310345
798,2,0.0,55.9513873423423,-3.1951574159310345
798,3,0.0,55.9513873423423,-3.1951574159310345
798,4,0.0,55.9513873423423,-3.1951574159310345
798,5,0.0,55.9513873423423,-3.1951574159310345
798,6,0.0,55.9513873423423,-3.1951574159310345
798,7,0.0,55.9513873423423,-3.1951574159310345
798,8,0.0,55.9513873423423,-3.1951574159310345
798,9,0.0,55.9513873423423,-3.1951574159310345
798,10,0.0,55.9513873423423,-3.1951574159310345
798,11,0.0,55.9513873423423,-3.1951574159310345
798,12,0.0,55.9513873423423,-3.1951574159310345
798,13,0.0,55.9513873423423,-3.1951574159310345
798,14,0.0,55.9513873423423,-3.1951574159310345
798,15,0.0,55.9513873423423,-3.1951574159310345
798,16,0.0,55.9513873423423,-3.1951574159310345
798,17,0.0,55.9513873423423,-3.1951574159310345
798,18,0.0,55.9513873423423,-3.1951574159310345
798,19,0.0,55.9513873423423,-3.1951574159310345
798,20,0.0,55.9513873423423,-3.1951574159310345
798,21,0.0,55.9513873423423,-3.1951574159310345
798,22,0.0,55.9513873423423,-3.1951574159310345
798,23,0.0,55.9513873423423,-3.1951574159310345
674,0,26.0,55.9378738288288,-3.251434019254427
674,1,0.0,55.9378738288288,-3.251434019254427
674,2,0.0,55.9378738288288,-3.251434019254427
674,3,0.0,55.9378738288288,-3.251434019254427
674,4,0.0,55.9378738288288,-3.251434019254427
674,5,0.0,55.9378738288288,-3.251434019254427
674,6,0.0,55.9378738288288,-3.251434019254427
674,7,0.0,55.9378738288288,-3.251434019254427
674,8,0.0,55.9378738288288,-3.251434019254427
674,9,0.0,55.9378738288288,-3.251434019254427
674,10,0.0,55.9378738288288,-3.251434019254427
674,11,0.0,55.9378738288288,-3.251434019254427
674,12,0.0,55.9378738288288,-3.251434019254427
674,13,0.0,55.9378738288288,-3.251434019254427
674,14,0.0,55.9378738288288,-3.251434019254427
